unit_id,manufacturer,tag,官网仪器详情页,仪器名称,仪器参数,仪器照片url,仪器详情,抓取状态
gh_biotek_el406,BioTek,洗板机,https://www.agilent.com/en/product/microplate-instrumentation/microplate-washers-accessories/combination-washer-dispensers/el406-washer-dispenser-1623184,BioTek EL406 Washer Dispenser,"生物制药/制药 细胞分析 癌症研究 伴随诊断 COVID-19 与传染病 环境 能源与化工 基因组学 材料检测与研究 食品与饮料 安全、防御和应急响应 临床研究 组学 真空解决方案 精选 锂离子电池检测 寡核苷酸治疗药物 多肽治疗药物 PFAS 检测; 中国总部 | 其他分公司 北京市朝阳区望京北路 3 号 100102 var contactURL = ''; if(typeof contactRedirectPageURL != 'undefined'){ contactURL = contactRedirectPageURL; } if(contactURL){ document.getElementById('contactPageURLFooter').setAttribute( ""href"", contactURL ); }else{ document.getElementById('contactPageURLFooter').setAttribute( ""href"", ""https://www.agilent.com/en-us/contact-us/page"" ); } 全球电子邮件 +86 800-820-3278 +86 400-820-3278 全球联系电话",https://www.agilent.com.cn/cs/publishingimages/cytation-c10-960x540.jpg,BioTek Instruments于1981年开始生产微孔板仪器，现已发展成为生命科学仪器领域的全球先锋。,ok
gh_opentrons_heater_shaker_module,Opentrons,恒温摇床,https://opentrons.com/products/modules/heater-shaker-module/,Heater-Shaker Module,"Dimensions: 152 mm L x 90 mm W x 82 mm H; Orbital shaking range: 200 to 3000 rpm; Shaking amplitude/pattern: 2 mm/orbital; Programmable temperature range: Room temp +1.5º C to 95º C in steps of 1°C; Temperature accuracy: ± 0.5°C at 55°C; Weight: 1.3 kg; Module power input: 36V DC 6.1A DC; Power adapter input: 100-240V, 50/60Hz",https://cdn11.bigcommerce.com/s-zmwgbev7rb/products/225/images/853/HeaterSHaker__08324.1729268547.386.513.png?c=1,Opentrons 加热摇床模块可在平台上加热和摇动微孔板。该模块可加热至 95°C，并能以 200 至 3000 rpm 的速度摇动样品。,ok
gh_iorodeo_rodeostat,IoRodeo,电化学工作站,https://iorodeo.com/products/rodeostat,Rodeostat: open source potentiostat,"Congo - Brazzaville XAF CFA; Congo - Kinshasa CDF Fr; Guinea-Bissau XOF Fr; Timor-Leste USD $; Current measurement ranges: +/- 1, 10, 100, 1000uA; Output voltage ranges: +/- 1, 2, 5, 10V; Adjustable ranges, +/- 1, 2, 5, 10V, for reference electrode measurements",https://iorodeo.com/cdn/shop/files/white_text_92416dfd-c8b2-4111-92e2-6b3b4f939eb3.png?v=1712454418&width=600,Rodeostat 是一款用于执行电化学测量的开源恒电位仪。 它设计用于与 Adafruit ItsyBitsy M4 Express Board 配合使用。它是一款非常灵活的仪器，具有多个输出电压和电流测量范围。  电流测量范围：+/- 1、10、100、1000uA 输出电压,ok
gh_sartorius_rline,Sartorius,移液器,https://shop.sartorius.com/ww/p/rline/M_rLINE,Sartorius rLINE,Introducing Sartoflow® 5000 Flexible at Scale: A New Standard for Large-Volume Single-Use TFF Explore More,https://embed-ssl.wistia.com/deliveries/0315c5404b1522863fc34d8dce1d0e81.jpg?image_crop_resized=960x540,赛多利斯为生物制药行业和实验室提供从药物发现和开发到生物制造生产平台的解决方案。,ok
gh_opentrons_temperature_module,Opentrons,恒温摇床,https://opentrons.com/products/modules/temperature-module/,Opentrons Temperature Module,Type: Peltier temperature module; Compatible: OT-2 and Flex; Temperature: 4-95°C; Deck slots: 1,https://opentrons.com/wp-content/smush-webp/2023/05/image-13.png.webp,Opentrons温度模块是帕尔贴温度控制模块，温度范围4-95°C，兼容OT-2和Flex机器人。,ok
gh_biotek_elx405,BioTek,洗板机,https://www.agilent.com/en/product/microplate-instrumentation/microplate-washers-accessories/microplate-washers/elx405-microplate-washer-1623096,BioTek ELx405 Microplate Washer,"生物制药/制药 细胞分析 癌症研究 伴随诊断 COVID-19 与传染病 环境 能源与化工 基因组学 材料检测与研究 食品与饮料 安全、防御和应急响应 临床研究 组学 真空解决方案 精选 锂离子电池检测 寡核苷酸治疗药物 多肽治疗药物 PFAS 检测; 中国总部 | 其他分公司 北京市朝阳区望京北路 3 号 100102 var contactURL = ''; if(typeof contactRedirectPageURL != 'undefined'){ contactURL = contactRedirectPageURL; } if(contactURL){ document.getElementById('contactPageURLFooter').setAttribute( ""href"", contactURL ); }else{ document.getElementById('contactPageURLFooter').setAttribute( ""href"", ""https://www.agilent.com/en-us/contact-us/page"" ); } 全球电子邮件 +86 800-820-3278 +86 400-820-3278 全球联系电话",https://www.agilent.com.cn/cs/publishingimages/cytation-c10-960x540.jpg,BioTek Instruments于1981年开始生产微孔板仪器，现已发展成为生命科学仪器领域的全球先锋。,ok
gh_gamry_pc6,Gamry,电化学工作站,https://www.gamry.com/potentiostats/,Browse All Potentiostats,Arbin: BaSyTec; HORIBA: NOVONIX,https://www.gamry.com/themes/gamry/images/home/sec8-chart1-min.png,Gamry 是电池/燃料电池电化学阻抗谱 - 腐蚀测试领域的领导者。恒电位仪/恒电流仪制造商，始于 1989 年,ok
gh_palmsens_palmsens4,PalmSens,电化学工作站,https://www.palmsens.com/product/palmsens4/,PalmSens4,"Dc-potential range: Choose an option±5 V±10 V; configuration: PS4.F#.05; maximum current: ±30 mA (typical); applied dc-current: ±6 times applied current range; applied dc-current resolution: 0.0076% of applied current range (<10 mA) 0.0038% of 10 mA range; potential ranges: 10 mV, 100 mV, 1 V; measured dc-potential resolution: 78.13 μV at ±10 V 7.813 μV at ±1 V 0.7813 μV at ±0.1 V; measured dc-potential accuracy: ≤ 0.05% or ±1 mV (for |E| < ±9 V) ≤ 0.2% (for |E| ≥ ±9 V)",https://www.palmsens.com/app/uploads/2025/06/PalmSensBV-Logo-White-Multishade-RGB-300dpi-255x50.webp,PalmSens4 是一款 USB 和电池供电的恒电位仪、恒电流仪和阻抗分析仪。 FRA/EIS：10 μHz 至 1 MHz。查看所有规格。,ok
gh_metrohm_autolab_pgstat,Metrohm,电化学工作站,https://www.metrohm.com/en/products/autolab/autolab-pgstat302n/,Metrohm Autolab PGSTAT Potentiostat,Type: Potentiostat/galvanostat; Max Current: ±2 A; Compliance: ±30 V; Potential: ±10 V; Resolution: 0.3 µV; Current ranges: 9; Bandwidth: 1 MHz; EIS: 10 µHz-32 MHz; Software: NOVA; Modular expandable,https://bat.bing.com/action/0?ti=27017764&Ver=2&mid=c801a73d-6377-44da-b020-8847e2d63cfb&bo=1&sid=43eb2a00326411f18fa18dbafba4c5e5&vid=43eb2130326411f18aa149d22cc36c3d&vids=0&msclkid=N&pi=918639831&lg=zh-CN&sw=1470&sh=956&sc=30&tl=Error%20%7C%20Metrohm&p=https%3A%2F%2Fwww.metrohm.com%2Fen_us%2Ferror.html&r=https%3A%2F%2Fwww.metrohm.com%2Fen%2Fproducts%2Fautolab%2Fautolab-pgstat302n.html&lt=2562&evt=pageLoad&sv=2&cdb=AQER&rn=387958,Metrohm Autolab PGSTAT系列恒电位仪/恒电流仪，是电化学研究和应用的行业标准。支持循环伏安、电化学阻抗谱(EIS)、计时电流/电位法等技术，模块化设计可扩展至多种电化学测量需求。,ok
gh_qsonica_sonicator,Qsonica,超声破碎仪,https://www.sonicator.com/products/q500-sonicator,Q500 Sonicator,"Nanoparticle Dispersion Create maximally stable nanoparticle suspensions by achieving the lowest possible particle sizes. Dispersing Deagglomerating Particle Size Reduction Particle Synthesis & Precipitation Surface Functionalization; Chromatin / DNA Shearing Achieve a narrow distribution of fragment sizes for next-generation sequencing, ChIP assay and other genomics applications. Chromatin Shearing for ChIP DNA Shearing for NGS ChIP-Seq Cell Lysis RNA and Protein Extraction; Cell Disruption / Cell Lysis Efficiently lyse everything from mammalian cell culture to gram-positive bacteria. See why",https://www.sonicator.com/cdn/shop/products/q700-with-stand_medium.png?v=1496243695,Sonicators®：原创超声波液体处理器。自 1973 年起在美国制造。越来越多的科学家信任这款独一无二的超声波发生器。,ok
gh_eurotherm_2416,Eurotherm,冷热水机,https://www.eurotherm.com/en/temperature-controllers/2416/,Eurotherm 2416,DIN-A-MITE® A Power Controller; FLUENT® In-Line Heater; EZ-ZONE® RM Rail Mount Controller; Life Sciences – CPG; Food and Beverage – CPG; ServicesSee All ServicesAccreditation servicesService level agreements (SLA)Warehouse MappingIndustrial-Cybersecurity; Industrial-Cybersecurity,https://www.eurotherm.com/wp-content/themes/eurotherm-custom/images/facebook.jpg,分段阅读_第 2416 章欧陆下载,ok
gh_eurotherm_3216,Eurotherm,冷热水机,https://www.eurotherm.com/en/temperature-controllers/3216/,3216 IGES file,DIN-A-MITE® A Power Controller; FLUENT® In-Line Heater; EZ-ZONE® RM Rail Mount Controller; Life Sciences – CPG; Food and Beverage – CPG; ServicesSee All ServicesAccreditation servicesService level agreements (SLA)Warehouse MappingIndustrial-Cybersecurity; Industrial-Cybersecurity,https://www.eurotherm.com/wp-content/themes/eurotherm-custom/images/facebook.jpg,3216 IGES 文件 |欧陆下载,ok
gh_eurotherm_series_2000,Eurotherm,冷热水机,https://www.eurotherm.com/en/temperature-controllers/,Eurotherm Series 2000,DIN-A-MITE® A Power Controller; FLUENT® In-Line Heater; EZ-ZONE® RM Rail Mount Controller; Life Sciences – CPG; Food and Beverage – CPG; ServicesSee All ServicesAccreditation servicesService level agreements (SLA)Warehouse MappingIndustrial-Cybersecurity; Industrial-Cybersecurity,https://www.eurotherm.com/wp-content/themes/eurotherm-custom/images/facebook.jpg,我们的工具将根据您的需求匹配最佳产品,ok
gh_vapourtec_r2_uv150,Vapourtec,微通道反应器,https://www.vapourtec.com/products/r-series-flow-chemistry-systems/uv-150-photochemical-reactor/,Vapourtec R2 UV150模块,Knowledge Base - Login/Register; R-SeriesExpand System overview Standard configurations Pump modules (R-Series); Pump modules (R-Series); E-SeriesExpand System overview (E-Series) Standard configurations (E-Series) Reagent pumping (E-Series); System overview (E-Series); Standard configurations (E-Series); Reagent pumping (E-Series); Peptide SynthesizersExpand Overview (Peptide Synthesizers) Peptide-Builder™ Peptide-Explorer Peptide-Scaleup PS-30 pilot scale peptides; Peptide-Builder™; Peptide-Explorer; Peptide-Scaleup; PS-30 pilot scale peptides; Tools for chemistryExpand Overview (Tools for C,https://www.vapourtec.com/wp-content/uploads/2024/03/vapourtec-premises-desktop-2000x550.jpg,Vapourtec UV-150光化学反应器模块，专为连续流光化学设计，配备高功率LED或汞灯光源。反应体积2-10 mL，波长可选254-520 nm，适用于光催化、光氧化和光环化反应。,ok
gh_chemspeed_crystal_powderdose,Chemspeed,固体称量工作站,https://www.chemspeed.com/crystal/,Chemspeed Crystal Powderdose,"Type: Automated powder dosing; Features: gravimetric dosing, solid dispensing; Compatible: parallel synthesis workstations; Software: AutoSuite; Accuracy: sub-mg level",,Chemspeed CRYSTAL Powderdose固体粉末自动分配系统，精确称量和分配粉末样品，精度±0.5 mg。集成天平反馈控制，适用于配方开发、高通量筛选和药物预制剂研究。,ok
gh_opentrons_magnetic_module_magdeck,Opentrons,磁珠纯化模块,https://opentrons.com/products/modules/magnetic-module/,Opentrons Magnetic Module (MagDeck),Type: Magnetic Module GEN2; Magnet: permanent neodymium; Height: 0-25mm adjustable; Labware: 96-well plates; Connectivity: USB; Compatible: OT-2 and Flex; API: Python 2.3+,https://opentrons.com/wp-content/smush-webp/2023/05/image-13.png.webp,Opentrons磁性模块是磁性分离模块，采用永磁稀土硼磁铁，0-25mm可调高度，适用于交互式提取和NGS文库制作。,ok
gh_hamilton_starlet,Hamilton,移液工作站,https://www.hamiltoncompany.com/microlab-star,Microlab STARlet (let),Type: Automated liquid handling; Technology: CO-RE air displacement; Channels: 4-8 independent; Volume: 0.5-1000 µL; Detection: capacitive + pressure; Deck: 8-10 positions; Software: VENUS; Tips: disposable/washable,"https://www.hamiltoncompany.com/cdn-cgi/image/format=auto,metadata=none,width=480,height=320,quality=80,fit=cover,gravity=0.5x0.5/https://assets-sensors.hamiltoncompany.com/Images-Products/glucosense-sensor-instaled.jpg?v=1763717630",Hamilton STARlet是结构紧凑型自动液体处理工作站，采用CO-RE技术，4-8个独立移液通道，0.5-1000μL体积范围。,ok
gh_molecular_devices_imagexpress_pico,Molecular Devices,高内涵细胞成像分析系统,https://www.moleculardevices.com/products/cellular-imaging-systems/high-content-imaging/imagexpress-pico,ImageXpress Pico Automated Cell Imaging System,404: Page Not Found !; Phone: +1 800-635-5577; Mon-Fri 8: 00 am - 5:00 pm (PST); Telefon: +44-118-944-8000; Téléphone: +44-118-944-8000; 전화: +82-2-3471-9531; Telefono: +44-118-944-8000,https://www.moleculardevices.com/products/cellular-imaging-systems/media_14e6313e30b7ef5bec1539a0dca8fb342d95427ca.png?width=750&format=png&optimize=medium,Molecular Devices ImageXpress Pico自动化细胞成像系统，集成明场和荧光成像，4x-63x物镜，支持96/384孔板。内置CellReporterXpress分析软件，用于细胞增殖、毒性评估和转染效率分析。,ok
gh_huber_chiller_pb,Huber,冷热水机,https://www.huber-online.com/en/product_datasheet.aspx?no=1012.0003.00,Huber Chiller PB协议,Unistats down to -45°C; Unistats down to -60°C; Unistats down to -120°C; Flow-through chillers; Dynamic temperature control systems Unistats down to -45°C Unistats down to -60°C Unistats down to -120°C Unistats up to +425°C Unimotive; Other products Immersion coolers & Сold traps Flow-through chillers Clearance sale Heat transfer fluids Controller technology Accessories,https://www.huber-online.com/typo3temp/assets/_processed_/2/d/csm_flags-de_660400977d.png,Modbus 协议允许您访问上述 PB 命令。 ...这些基于 PB 命令（请参阅第 7 章 »PB 命令的特殊说明 ...阅读更多 Modbus 协议允许您访问上述 PB 命令。 ...这些基于 PB 命令（请参阅第 7 章 »PB 命令的特殊说明 ...阅读更多 Huber：PB、PP、LAI.Profibus.Profibus DP-V0.Profibus DP-V1.Ministat、CC、Unichiller.RS232 9 针Sub-D –. Huber：PB、PP、LAI。阅读更多28 页。,ok
gh_julabo_cf41,Julabo,冷热水机,https://www.julabo.com/us/products/recirculating-coolers/cf41,Julabo CF41,Cryo-Compact Circulators; Ultra-Low Refrigerated-Heating Circulators; On-site service; After-sales service,https://dbyt75tph3sip.cloudfront.net/image/512030579289/image_lj2k9kt1pt7dhcbvm0k8vp6d5u/-S600-FJPG/dyneo-lab-1-units.jpg,几十年来，JULABO 温度控制技术以其最高的质量和性能令实验室和工厂的客户信服。,ok
gh_inheco_incubator_shaker,Inheco,恒温摇床,https://www.inheco.com/products/heating-modules/,INHECO Incubator Shaker,Thermal Cycling On Deck Thermal Cycler - ODTC®; On Deck Thermal Cycler - ODTC®; Cell Incubation SCILA CO2 4-Position cell incubator; SCILA CO2 4-Position cell incubator; Heating & Cooling CPLC – Cold Plate Liquid Cooled Heater/Cooler CPAC – Cold Plate Air Cooled Heater/Cooler; CPLC – Cold Plate Liquid Cooled Heater/Cooler CPAC – Cold Plate Air Cooled Heater/Cooler; Heating HeatPAC on-deck heater; HeatPAC on-deck heater,https://www.inheco.com/data/images/uploads/navigation/odtc.png,Inheco 产品节省样品处理的时间、金钱和空间。,ok
gh_opentrons_thermocycler_module,Opentrons,普通PCR仪,https://opentrons.com/products/modules/thermocycler-module/,Opentrons Thermocycler Module,"Dimensions (open): 244.95 mm L x 172 mm W x 310.1 mm H; Dimensions (closed): 244.95 mm L x 172 mm W x 170.35 mm H; Dimensions (closed with External Fan Duct): 315.32 L x 172 mm W x 170.35 H; Accommodates: Full-skirted 96-well, 0.2 mL PCR plates; Thermal block temperature range: 4–99 °C; Thermal block maximum heating ramp rate: 4.25 °C/s between ambient and 95 °C; Thermal block maximum cooling ramp rate: 2.0 °C/s between 95 °C and ambient; Lid temperature range: 37–110 °C; Weight: 8.4 kg",https://cdn11.bigcommerce.com/s-zmwgbev7rb/products/241/images/849/Thermocycler-1__21867.1729268547.386.513.png?c=1,Opentrons Thermocycler 模块是一款全自动的甲板式热循环仪，以 96 孔板形式提供免提 PCR。,ok
